"uniqueID","form","NUMBER","LABEL","ENGLISH","SC","V","K","TC","TG","SKIP","repeatability","REPEATABILITY.QUESTION","REPEATABILITY.SKIP","REPEATABILITY.NUMBER"
1106,"S1","7a","PER8.","What is the best phone number to reach you?","请提供能联系到您的最合适电话号码。","Chúng tôi liên lạc với quý vị dễ nhất qua số điện thoại nào?","연락하기 가장 좋은 전화번호는 무엇입니까?","最容易跟您聯絡的電話號碼是什麼？","Anong numero ng telepono na maaari kayong matawagan?",NA,NA,NA,NA,NA
1107,"S1",NA,"PER8.1","I do not have a phone","我没有电话","Tôi không có điện thoại","저는 전화가 없습니다","我沒有電話","Wala akong telepono",NA,NA,NA,NA,NA
1108,"S1","7b","PER8a.","What is the best time of day to call you at this number?","您希望我们在哪个时间段给您打电话？","Thời gian phù hợp nhất trong ngày để gọi cho quý vị theo số điện thoại này là khi nào?","해당 번호로 전화하기 가장 좋은 시간대는 언제입니까?","請問什麼時候最方便打電話給您？","Mga anong oras kayo maaaring matawagan sa telepono ninyo?","\SATA",NA,NA,NA,NA
1109,"S1",NA,"PER8a.1","Morning","上午","Buổi sáng","오전","上午","Umaga",NA,NA,NA,NA,NA
1110,"S1",NA,"PER8a.2","Afternoon","下午","Buổi chiều","오후","下午","Hapon",NA,NA,NA,NA,NA
1111,"S1",NA,"PER8a.3","Evening","晚上","Buổi tối","저녁","晚上","Gabi",NA,NA,NA,NA,NA
1112,"S1","7c","PER8b.","May we send you text messages at this number?","我们可以向这个号码发送短信吗？","Chúng tôi có thể gửi nhiều tin nhắn cho quý vị theo số điện thoại này được không?","해당 번호로 문자 메시지를 보내도 괜찮겠습니까?","請問我們可以傳送簡訊給您嗎？","Maaari ba kayongi-text sa teleponong ito?",NA,NA,NA,NA,NA
1113,"S1",NA,"PER8b.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1114,"S1",NA,"PER8b.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1115,"S1","8","PER9.","What is the best email address to reach you?","请提供能联系到您的最合适电子邮件地址。","Chúng tôi liên lạc với quý vị dễ nhất qua địa chỉ email nào?","연락 가능한 이메일 주소는 무엇인가요?","最容易跟您聯絡的電子郵件地址是什麼？","Anong nararapat na email address na maaari kayong makontak?",NA,NA,NA,NA,NA
1116,"S1","9","PER10.","What is your preferred spoken language?","您首选的口语交流语言是什么？","Quý vị thích nói ngôn ngữ nào?","선호하는 언어는 무엇입니까?","您偏好的口說語言是什麼？","Anong wika ang mas pinipili ninyong salitain?",NA,NA,NA,NA,NA
1117,"S1",NA,"PER10.1","English","英语","Tiếng Anh","영어","英語","Ingles",NA,NA,NA,NA,NA
1118,"S1",NA,"PER10.2","Korean","韩语","Tiếng Hàn","한국어","韓語","Korean",NA,NA,NA,NA,NA
1119,"S1",NA,"PER10.3","Mandarin","普通话","Tiếng Phổ Thông/Quan Thoại","표준 중국어","普通話","Mandarin",NA,NA,NA,NA,NA
1120,"S1",NA,"PER10.4","Tagalog","他加禄语","Tiếng Tagalog","타갈로그어","他加祿語（在菲律賓使用的語言）","Tagalog",NA,NA,NA,NA,NA
1121,"S1",NA,"PER10.5","Vietnamese","越南语","Tiếng Việt","베트남어","越南語","Vietnamese",NA,NA,NA,NA,NA
1122,"S1","10","PER11.","What language would you prefer for written materials that we will give you?","您希望接收的书面材料使用哪种语言？","Quý vị muốn sử dụng ngôn ngữ nào cho các tài liệu bằng văn bản mà chúng tôi cung cấp cho quý vị?","귀하에게 제공 할 서면 자료에 어떤 언어를 사용하는 것을 선호합니까?","關於我們提供的書面資料，您希望是哪種語言？","Sa anong wika ang mas pipiliin ninyong mabasa ang mga materyales na ibibigay namin sa inyo?",NA,NA,NA,NA,NA
1123,"S1",NA,"PER11.1","English","英语","Tiếng Anh","영어","英語","Ingles",NA,NA,NA,NA,NA
1124,"S1",NA,"PER11.2","Korean","韩语","Tiếng Hàn","한국어","韓語","Korean",NA,NA,NA,NA,NA
1125,"S1",NA,"PER11.3","Simplified Chinese","简体中文","Tiếng Trung Giản Thể","중국어 간체","簡體中文","Simplified Chinese",NA,NA,NA,NA,NA
1126,"S1",NA,"PER11.4","Tagalog","他加禄语","Tiếng Tagalog","타갈로그어","他加祿語（在菲律賓使用的語言）","Tagalog",NA,NA,NA,NA,NA
1127,"S1",NA,"PER11.5","Traditional Chinese","繁体中文","Tiếng Trung Phồn Thể","중국어 번체","繁體中文","Tradisyonal na Chinese",NA,NA,NA,NA,NA
1128,"S1",NA,"PER11.6","Vietnamese","越南语","Tiếng Việt","베트남어","越南語","Vietnamese",NA,NA,NA,NA,NA
NA,"S1","11","PER12.","How did you hear about this research study?","您是從哪裡聽到這項研究計畫的？","Quý vị biết đến nghiên cứu này bằng cách nào?","이 연구에 대해 어떻게 알게 되셨나요?","您是通过什么途径得知这项研究的？","Paano ninyo nalaman ang tungkol sa pag-aaral na ito?","\SATA",NA,NA,NA,NA
NA,"S1",NA,"PER12.1","Family or friend","家人或朋友","Gia đình hoặc bạn bè","가족이나 친구","家人或朋友","Pamilya o kaibigan",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.2","Hawaiʻi PONO-MOSAAIC referral program coupon","僅限夏威夷：推薦計畫 （referral program coupon）","Chương trình giới thiệu phiếu giảm giá tại Hawaii PONO-MOSAAIC","하와이만 해당: 추천 프로그램 (referral program coupon)","仅限夏威夷：推荐计划 （referral program coupon）","Para sa Hawaii lamang: ``referral program coupon''",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.3","A local community or cultural organization","當地社區或文化團體","Tổ chức cộng đồng hoặc khu văn hóa địa phương","지역사회나 문화 단체","当地社区或文化团体","Lokal na samahang pangkomunidad o pangkultura",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.4","My university or college","我的大學或學院","Trường đại học hoặc trường cao đẳng của tôi","제가 다니는 대학교나 대학","我的大学或学院","Aking unibersidad o kolehiyo",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.5","My faith group (for example, church, temple, or monastery)","我的宗教團體（如教堂、寺廟或修道院）","Nhóm tôn giáo của tôi (ví dụ: nhà thờ, chùa hoặc tu viện)","나의 종교 모임 (예: 교회, 사원 또는 수도원)","我的宗教团体（如教堂、寺庙或修道院）","Ang aking samahang pang pananampalataya (halimbawa: sambahan, templo, o monasteryo)",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.6","Community event (specify):","社區活動（請說明）：","Sự kiện cộng đồng (ghi rõ):","지역 행사 (적어주세요):","社区活动（请说明）：","Gawaing pang-komunidad (tukuyin):",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.7","Invitation from MOSAAIC (mail or phone)","收到 MOSAAIC 的邀請（郵件或電話）","Thư mời từ MOSAAIC (qua thư hoặc điện thoại)","MOSAAIC에서 받은 초대 (우편 또는 전화)","收到 MOSAAIC 的邀请（邮件或电话）","Imbitasyon mula sa MOSAAIC (sa koreo o telepono)",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.8","Social media (Facebook, Instagram, etc.)","網路社群媒體（如臉書或IG）","Mạng xã hội (Facebook, Instagram, v.v.)","SNS (예: Facebook, Instagram 등)","社交平台（如 Facebook、Instagram）","Social media (halimbawa: Facebook, Instagram, atbp.)",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.9","Web search","上網搜尋","Tìm kiếm trên mạng","인터넷 검색","上网搜索","Paghahanap sa internet",NA,NA,NA,NA,NA
NA,"S1",NA,"PER12.10","Other (specify):","其他（請說明）：","Khác (ghi rõ):","기타 (적어주세요):","其他（请说明）：","Iba pa (tukuyin):",NA,NA,NA,NA,NA
1129,"S1",NA,"SAF0.","Part 2 -- Safety Screening","第 2 部分 -- 安全性评估","Phần 2 -- Sàng Lọc An Toàn","파트 2 -- 안전성 검사","第 2 部分 -- 安全性評估","Ika-2 Bahagi -- Pagsusuri sa Kaligtasan",NA,NA,NA,NA,NA
1130,"S1","12","SAF1.","Have you ever had a radical mastectomy or other surgery where lymph nodes were removed from your armpits?","您是否曾经接受过根治性乳腺切除术或其他腋下淋巴结切除手术？","Quý vị có từng bị mổ cắt bỏ vú hoàn toàn hoặc bị mổ để  cắt bỏ hạch  ở nách không?","근치유방 절제술이나 겨드랑이에서 림프절을 제거하는 수술을 받은 적이 있습니까?","您是否曾經接受過根治性乳腺切除術或其他腋下淋巴結切除手術？","Naranasan na ba ninyong magkaroon ng radical mastectomy o iba pang operasyon kung saan tinanggal ang mga lymph node sa inyong mga kilikili?",NA,NA,NA,NA,NA
1131,"S1",NA,"SAF1.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1132,"S1",NA,"SAF1.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1133,"S1","13","SAF2.","Do you have any bleeding disorders?","您是否患有凝血障碍？","Quý vị có bất kỳ rối loạn đông máu nào không?","출혈성 질환이 있습니까?","您有任何出血性或是血液凝固異常的疾病嗎？","Mayroon ba kayong anumang sakit sa pagdurugo?",NA,NA,NA,NA,NA
1134,"S1",NA,"SAF2.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1135,"S1",NA,"SAF2.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1136,"S1","14","SAF3.","Have you ever had a graft or shunt for kidney dialysis?","您是否曾为进行肾透析植入过分流管？","Quý vị có từng được ghép thận hoặc có cầu nối động - tĩnh mạch (đặt shunt) để chạy thận hay lọc thận không?","신장 투석을 위해 이식이나 션트 수술을 받은 적이 있습니까?","您是否曾為血液透析進行過動靜脈瘻管手術？","Naranasan na ba ninyong magkaroon ng graft o shunt para sa dialysis sa bato?",NA,NA,NA,NA,NA
1137,"S1",NA,"SAF3.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1138,"S1",NA,"SAF3.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1139,"S1","15","SAF4.","Are you pregnant?","您是否怀孕？","Quý vị có đang mang thai không?","임신 중이신가요?","您是否懷孕？","Kayo ba ay buntis?",NA,NA,NA,NA,NA
1140,"S1",NA,"SAF4.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1141,"S1",NA,"SAF4.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1142,"S1","19","SAF5.","Do you need any kind of assistance with reading, hearing questions, or getting on an examination table?","您需要任何阅读、听力、上检查台的帮助吗？","Quý vị có cần được giúp đỡ để đọc hoặc nghe câu hỏi hoặc lên bàn khám không?","설문지를 읽기나 듣기, 또는 진찰대에 오르는 데에 도움이 필요하십니까?","在閱讀、聆聽問題、或上檢查椅時，您需要任何幫助嗎？","Kailangan ba ninyo ng anumang uri ng tulong sa pagbabasa, pakikinig ng mga tanong, o pagsampa sa lamesa ng pagsusuri?",NA,NA,NA,NA,NA
1143,"S1",NA,"SAF5.1","Yes (specify):","是（请具体说明）：","Có (vui lòng nêu rõ):","예 (구체적으로 명시):","是（請具體說明）：","Oo (tukuyin):",NA,NA,NA,NA,NA
1144,"S1",NA,"SAF5.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1145,"S1","16","SAF6.","Has a healthcare provider ever told you that you have diabetes (high sugar in blood or urine)?","是否曾有医生或护士说您患有糖尿病（血糖或尿糖过高）？","Nhân viên y tế có từng nói với quý vị rằng quý vị mắc bệnh tiểu đường (lượng đường cao trong máu hoặc trong nước tiểu) không?","의료진이 당뇨병(혈액 또는 소변에 당이 많이 함유됨)이 있다고 말한 적이 있습니까?","是否曾有醫療人員說您有糖尿病（血糖或尿糖過高）？","Nasabihan na ba kayo ng inyong doktor o nars na mayroon kayong dyabetis (mataas na asukal sa dugo o ihi)?",NA,NA,NA,NA,NA
1146,"S1",NA,"SAF6.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1147,"S1",NA,"SAF6.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1148,"S1","18","SAF14.","Do you have any of the following?","您是否有以下任何症状？","Quý vị có bất kỳ triệu chứng nào sau đây không?","다음 중 어떤 증상이 있습니까?","您是否有以下任何症狀？","Mayroon ba kayong alinman sa mga sumusunod?",NA,NA,NA,NA,NA
1149,"S1",NA,"SAF14.1","Current chest pain","（当前）胸痛","Đau ngực hiện tại","현재 가슴 통증","當前胸痛","Kasalukuyang pananakit ng dibdib",NA,NA,NA,NA,NA
1150,"S1",NA,"SAF14.2","Physical problem with forceful breathing out","用力呼气时的身体异常","Vấn đề thể chất khi thở ra mạnh","강하게 숨을 내쉴 때 신체적 문제 가 있음","用力呼氣時的身體問題","Problema ng pisikal sa pagbuga ng malakas",NA,NA,NA,NA,NA
1151,"S1",NA,"SAF14.3","Taking supplemental oxygen","使用辅助氧气","Đang sử dụng oxy bổ sung","보조 산소 사용","使用輔助氧氣","Gumagamit ng karagdagang oxygen",NA,NA,NA,NA,NA
1152,"S1",NA,"SAF14.4","Eye surgery within the past 1 week","过去一周内的眼科手术","Phẫu thuật mắt trong vòng 1 tuần qua","지난 1주일 내에 안과 수술","過去一週內的眼科手術","Operasyon sa mata sa nakaraang 1 linggo",NA,NA,NA,NA,NA
1153,"S1",NA,"SAF14.5","Chest or abdominal surgery within the past 4 weeks","过去四周内的胸部或腹部手术","Phẫu thuật ngực hoặc bụng trong vòng 4 tuần qua","지난 4주일 내에 가슴 또는 복부 수술","過去四週內的胸部或腹部手術","Operasyon sa dibdib o tiyan sa nakaraang 4 na linggo",NA,NA,NA,NA,NA
1154,"S1",NA,"SAF14.6","Heart attack (acute myocardial infarction) within the past 4 weeks","过去四周内的心脏病发作（急性心肌梗死）","Đau tim (nhồi máu cơ tim cấp tính) trong vòng 4 tuần qua","지난 4주일 내에 심장마비 (급성 심근경색)","過去四週內的心臟病發作（急性心肌梗死）","Atake sa puso (matinding myocardial infarction) sa nakaraang 4 na linggo",NA,NA,NA,NA,NA
1162,"S1",NA,"SAF14.13","An Automated Implanted Cardiac Defibrillator (AICD)","使用自动植入式心脏除颤器 (AICD)","Máy Chuyển Nhịp Hoặc Khử Rung Tim Cấy Ghép Tự Động (Automated Implanted Cardiac Defibrillator, AICD)","자동 이식형 심장 제세동기(AICD)","使用自動植入式心臟除顫器 (AICD)","Automated Implanted Cardiac Defribrillator (AICD)",NA,NA,NA,NA,NA
1163,"S1",NA,"SAF10.","Do you have an Automated Implanted Cardiac Defibrillator (AICD)?","您是否装有自动植入式心脏除颤器 (AICD)？","Quý vị có đặt Máy Chuyển Nhịp Hoặc Khử Rung Tim Cấy Ghép Tự Động (Automated Implanted Cardiac Defibrillator, AICD) không?","자동 이식형 심장 제세동기(AICD)를 삽입한 상태입니까?","您是否裝有自動植入式心臟除顫器 (AICD)？","Mayroon ba kayong Automated Implanted Cardiac Defibrillator (AICD)?",NA,NA,NA,NA,NA
1164,"S1",NA,"SAF10.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1165,"S1",NA,"SAF10.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1166,"S1","17","SAF11.","Are you taking a Class 1 anti-arrhythmic drug, a monoamine oxidase inhibitor, or a tricyclic antidepressant?","您是否正在服用一类抗心律不齐药物、单胺氧化酶抑制剂或三环类抗抑郁药？","Quý vị có đang dùng thuốc chống loạn nhịp tim Loại 1, thuốc ức chế monoamine oxidase hay thuốc chống trầm cảm ba vòng (còn được gọi là thuốc chống trầm cảm tuần hoàn) không?","1급 항부정맥제, 모노아민 산화효소 억제제 또는 삼환계 항우울제를 복용하고 있습니까?","您是否正在服用第一類抗心律不整藥物、單胺氧化酶抑制劑或三環抗憂鬱藥？","Umiinom ba kayo ng Class 1 na anti-arrhythmic na gamot, monoamine oxidase inhibitor, o tricyclic antidepressant?",NA,NA,NA,NA,NA
1167,"S1",NA,"SAF11.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1168,"S1",NA,"SAF11.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
NA,"S1","20","SAF15.","Do you have any medication allergies (including inhalers)?","您是否对任何药物过敏（包括吸入剂）？","Quý vị có bị dị ứng với loại thuốc nào không (bao gồm cả thuốc xịt mũi / hít thở)?","어떤 약물에 알레르기가 있으신가요? (흡입제 포함)","您是否對任何藥物過敏（包括吸入劑）？","Mayroon ba kayong allergy sa anumang gamot (kabilang ang inhaler)?",NA,NA,NA,NA,NA
NA,"S1",NA,"SAF15.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
NA,"S1",NA,"SAF15.2","No","否","Không","아니요","否","Hindi","\jump{subsec:QLF}",NA,NA,NA,NA
NA,"S1","20a","SAF16.","Please list any medication allergies that you have:","请列出您对哪些药物过敏:","Vui lòng liệt kê các loại thuốc mà quý vị bị dị ứng:","알레르기가 있는 약물을 모두 적어주세요:","請列出您對哪些藥物過敏:","Pakilista ang anumang gamot na inyong kinaka-allergy:",NA,NA,NA,NA,NA
1169,"S2",NA,"QLF0.","Part 7 -- Quality of Life","第 7 部分 -- 生活质量","Phần 7 -- Chất Lượng Cuộc Sống","파트 7 -- 삶의 질","第 7 部分 -- 生活品質","Ika-7 Bahagi -- Kalidad ng Buhay",NA,NA,NA,NA,NA
1170,"S2","99","QLF1.","Overall, how would you rate your health \textbf{during the past 4 weeks}?","\CJKunderline{在过去一个月（约4 周）内}，总体而言，您觉得您的健康状况如何？","Nhìn chung, quý vị đánh giá sức khỏe của mình như thế nào \textbf{trong 4 tuần vừa qua}?","\textbf{지난 4주 동안}의 전반적인 귀하건강 상태를 어떻게 평가하시겠습니까?","\CJKunderline{在過去四週內}，您總體的健康狀況如何？","Sa pangkalahatan, paano ninyo iraranggo ang inyong kalusugan \textbf{sa nakalipas na 4 na linggo}?",NA,NA,NA,NA,NA
1171,"S2",NA,"QLF1.1","Excellent","非常好","Xuất sắc","훌륭함","非常好","Labis na Mabuti",NA,NA,NA,NA,NA
1172,"S2",NA,"QLF1.2","Very good","很好","Rất tốt","아주 좋음","很好","Napakabuti",NA,NA,NA,NA,NA
1173,"S2",NA,"QLF1.3","Good","还好","Tốt","좋음","還好","Mabuti",NA,NA,NA,NA,NA
